pokedex_id,name,evolves_from,evolution_trigger,evolution_condition
904,overqwil,qwilfish,Strong Style Move,Strong Style Move
906,sprigatito,,,
907,floragato,sprigatito,Level Up,Level 16
908,meowscarada,floragato,Level Up,Level 36
909,fuecoco,,,
910,crocalor,fuecoco,Level Up,Level 16
911,skeledirge,crocalor,Level Up,Level 36
912,quaxly,,,
913,quaxwell,quaxly,Level Up,Level 16
914,quaquaval,quaxwell,Level Up,Level 36
915,lechonk,,,
917,tarountula,,,
918,spidops,tarountula,Level Up,Level 15
919,nymble,,,
920,lokix,nymble,Level Up,Level 24
921,pawmi,,,
922,pawmo,pawmi,Level Up,Level 18
923,pawmot,pawmo,Level Up,Level Up
924,tandemaus,,,
926,fidough,,,
927,dachsbun,fidough,Level Up,Level 26
928,smoliv,,,
929,dolliv,smoliv,Level Up,Level 25
930,arboliva,dolliv,Level Up,Level 35
932,nacli,,,
933,naclstack,nacli,Level Up,Level 24
934,garganacl,naclstack,Level Up,Level 38
935,charcadet,,,
936,armarouge,charcadet,Use Item,Auspicious Armor
937,ceruledge,charcadet,Use Item,Malicious Armor
938,tadbulb,,,
939,bellibolt,tadbulb,Use Item,Thunder Stone
940,wattrel,,,
941,kilowattrel,wattrel,Level Up,Level 25
942,maschiff,,,
943,mabosstiff,maschiff,Level Up,Level 30
944,shroodle,,,
945,grafaiai,shroodle,Level Up,Level 28
946,bramblin,,,
947,brambleghast,bramblin,Level Up,Level Up
948,toedscool,,,
949,toedscruel,toedscool,Level Up,Level 30
950,klawf,,,
951,capsakid,,,
952,scovillain,capsakid,Use Item,Fire Stone
953,rellor,,,
954,rabsca,rellor,Level Up,Level Up
955,flittle,,,
956,espathra,flittle,Level Up,Level 35
957,tinkatink,,,
958,tinkatuff,tinkatink,Level Up,Level 24
959,tinkaton,tinkatuff,Level Up,Level 38
960,wiglett,,,
961,wugtrio,wiglett,Level Up,Level 26
962,bombirdier,,,
963,finizen,,,
965,varoom,,,
966,revavroom,varoom,Level Up,Level 40
967,cyclizar,,,
968,orthworm,,,
969,glimmet,,,
970,glimmora,glimmet,Level Up,Level 35
971,greavard,,,
972,houndstone,greavard,Level Up,"Level 30, Night"
973,flamigo,,,
974,cetoddle,,,
975,cetitan,cetoddle,Use Item,Ice Stone
976,veluza,,,
977,dondozo,,,
979,annihilape,primeape,Use Move,Use Move
980,clodsire,wooper,Level Up,Level 20
981,farigiraf,girafarig,Level Up,Knows Twin Beam
983,kingambit,bisharp,Three Defeated Bisharp,Three Defeated Bisharp
984,great-tusk,,,
985,scream-tail,,,
986,brute-bonnet,,,
987,flutter-mane,,,
988,slither-wing,,,
989,sandy-shocks,,,
990,iron-treads,,,
991,iron-bundle,,,
992,iron-hands,,,
993,iron-jugulis,,,
994,iron-moth,,,
995,iron-thorns,,,
996,frigibax,,,
997,arctibax,frigibax,Level Up,Level 35
998,baxcalibur,arctibax,Level Up,Level 54
999,gimmighoul,,,
1000,gholdengo,gimmighoul,Gimmighoul Coins,Gimmighoul Coins
1001,wo-chien,,,
1002,chien-pao,,,
1003,ting-lu,,,
1004,chi-yu,,,
1005,roaring-moon,,,
1006,iron-valiant,,,
1007,koraidon,,,
1008,miraidon,,,
1009,walking-wake,,,
1010,iron-leaves,,,
1011,dipplin,applin,Use Item,Syrupy Apple
1012,poltchageist,,,
1013,sinistcha,poltchageist,Use Item,Unremarkable Teacup
1014,okidogi,,,
1015,munkidori,,,
1016,fezandipiti,,,
1017,ogerpon,,,
1018,archaludon,duraludon,Use Item,Metal Alloy
1019,hydrapple,dipplin,Level Up,Knows Dragon Cheer
1020,gouging-fire,,,
1021,raging-bolt,,,
1022,iron-boulder,,,
1023,iron-crown,,,
1024,terapagos,,,
1025,pecharunt,,,
,dudunsparce,dunsparce,Level Up,Knows Hyper Drill
,deoxys,,,
,wormadam,burmy,Level Up,"Level 20, Female only"
,giratina,,,
,shaymin,,,
,basculin,,,
,basculegion,basculin,Recoil Damage,Recoil Damage
,darmanitan,darumaka,Level Up,Level 35
,frillish,,,
,jellicent,frillish,Level Up,Level 40
,tornadus,,,
,thundurus,,,
,landorus,,,
,keldeo,,,
,meloetta,,,
,pyroar,litleo,Level Up,Level 35
,meowstic,espurr,Level Up,Level 25
,aegislash,doublade,Use Item,Dusk Stone
,pumpkaboo,,,
,gourgeist,pumpkaboo,Trade,Trade
,zygarde,,,
,oricorio,,,
,lycanroc,rockruff,Level Up,"Level 25, Day"
,wishiwashi,,,
,minior,,,
,mimikyu,,,
,toxtricity,toxel,Level Up,Level 30
,eiscue,,,
,indeedee,,,
,morpeko,,,
,urshifu,kubfu,Tower Of Darkness,Tower Of Darkness
,enamorus,,,
,oinkologne,lechonk,Level Up,Level 18
,maushold,tandemaus,Other,Other
,squawkabilly,,,
,palafin,finizen,Level Up,Level 38
,tatsugiri,,,
